Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
"06037101110","Census Tract 1011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101110","Census Tract 1011.10",,,,4152,140,203,227,156,400,400,564,657,615,566,177,47,3.37,4.89,5.47,3.76,9.63,9.63,13.58,15.82,14.81,13.63,4.26,1.13
"06037101122","Census Tract 1011.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101122",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101122","Census Tract 1011.22",,,,4198,192,143,192,130,270,332,454,728,737,595,234,191,4.57,3.41,4.57,3.1,6.43,7.91,10.81,17.34,17.56,14.17,5.57,4.55
"06037101220","Census Tract 1012.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101220",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101220","Census Tract 1012.20",,,,3434,123,245,218,57,247,458,387,616,536,316,168,63,3.58,7.13,6.35,1.66,7.19,13.34,11.27,17.94,15.61,9.2,4.89,1.83
"06037101221","Census Tract 1012.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101221",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101221","Census Tract 1012.21",,,,3931,165,195,286,143,276,495,718,427,491,377,153,205,4.2,4.96,7.28,3.64,7.02,12.59,18.27,10.86,12.49,9.59,3.89,5.21
"06037101222","Census Tract 1012.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101222",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101222","Census Tract 1012.22",,,,2572,254,152,78,16,250,432,280,400,282,253,99,76,9.88,5.91,3.03,0.62,9.72,16.8,10.89,15.55,10.96,9.84,3.85,2.95
"06037101300","Census Tract 1013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101300","Census Tract 1013",,,,4210,106,341,177,116,121,404,719,484,637,699,254,152,2.52,8.1,4.2,2.76,2.87,9.6,17.08,11.5,15.13,16.6,6.03,3.61
"06037101400","Census Tract 1014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101400","Census Tract 1014",,,,3489,206,84,125,144,378,334,272,492,733,516,157,48,5.9,2.41,3.58,4.13,10.83,9.57,7.8,14.1,21.01,14.79,4.5,1.38
"06037102103","Census Tract 1021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102103","Census Tract 1021.03",,,,2054,163,191,116,37,47,368,315,202,312,136,137,30,7.94,9.3,5.65,1.8,2.29,17.92,15.34,9.83,15.19,6.62,6.67,1.46
"06037102104","Census Tract 1021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102104","Census Tract 1021.04",,,,4052,188,250,211,192,376,394,389,798,495,500,223,36,4.64,6.17,5.21,4.74,9.28,9.72,9.6,19.69,12.22,12.34,5.5,0.89
"06037102105","Census Tract 1021.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102105","Census Tract 1021.05",,,,1664,194,78,80,85,51,327,215,151,220,196,22,45,11.66,4.69,4.81,5.11,3.06,19.65,12.92,9.07,13.22,11.78,1.32,2.7
"06037102107","Census Tract 1021.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102107",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102107","Census Tract 1021.07",,,,3595,136,216,89,81,172,693,409,259,737,440,182,181,3.78,6.01,2.48,2.25,4.78,19.28,11.38,7.2,20.5,12.24,5.06,5.03
"06037103101","Census Tract 1031.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103101","Census Tract 1031.01",,,,2705,147,173,80,26,162,284,474,360,434,427,97,41,5.43,6.4,2.96,0.96,5.99,10.5,17.52,13.31,16.04,15.79,3.59,1.52
"06037103102","Census Tract 1031.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103102","Census Tract 1031.02",,,,4468,274,147,221,83,240,511,714,586,628,633,354,77,6.13,3.29,4.95,1.86,5.37,11.44,15.98,13.12,14.06,14.17,7.92,1.72
"06037103201","Census Tract 1032.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103201","Census Tract 1032.01",,,,4425,143,150,178,197,336,670,634,627,745,343,352,50,3.23,3.39,4.02,4.45,7.59,15.14,14.33,14.17,16.84,7.75,7.95,1.13
"06037103202","Census Tract 1032.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103202","Census Tract 1032.02",,,,1945,137,37,121,60,43,407,216,174,276,356,98,20,7.04,1.9,6.22,3.08,2.21,20.93,11.11,8.95,14.19,18.3,5.04,1.03
"06037103300","Census Tract 1033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103300","Census Tract 1033",,,,4021,81,320,431,154,196,353,508,729,496,429,244,80,2.01,7.96,10.72,3.83,4.87,8.78,12.63,18.13,12.34,10.67,6.07,1.99
"06037103401","Census Tract 1034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103401","Census Tract 1034.01",,,,2552,220,27,208,52,80,295,510,160,275,432,231,62,8.62,1.06,8.15,2.04,3.13,11.56,19.98,6.27,10.78,16.93,9.05,2.43
"06037103402","Census Tract 1034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103402","Census Tract 1034.02",,,,3809,218,197,216,88,154,619,445,126,882,571,220,73,5.72,5.17,5.67,2.31,4.04,16.25,11.68,3.31,23.16,14.99,5.78,1.92
"06037104103","Census Tract 1041.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104103","Census Tract 1041.03",,,,4257,189,187,245,192,416,804,540,504,406,459,200,115,4.44,4.39,5.76,4.51,9.77,18.89,12.68,11.84,9.54,10.78,4.7,2.7
"06037104105","Census Tract 1041.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104105","Census Tract 1041.05",,,,5890,317,362,470,398,823,684,733,862,362,440,266,173,5.38,6.15,7.98,6.76,13.97,11.61,12.44,14.63,6.15,7.47,4.52,2.94
"06037104108","Census Tract 1041.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104108",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104108","Census Tract 1041.08",,,,4952,249,376,314,157,427,802,653,471,783,488,164,68,5.03,7.59,6.34,3.17,8.62,16.2,13.19,9.51,15.81,9.85,3.31,1.37
"06037104124","Census Tract 1041.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104124",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104124","Census Tract 1041.24",,,,4090,202,121,213,114,260,667,543,447,757,405,293,68,4.94,2.96,5.21,2.79,6.36,16.31,13.28,10.93,18.51,9.9,7.16,1.66
"06037104201","Census Tract 1042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104201","Census Tract 1042.01",,,,4325,226,215,262,151,526,930,526,447,532,382,85,43,5.23,4.97,6.06,3.49,12.16,21.5,12.16,10.34,12.3,8.83,1.97,0.99
"06037104203","Census Tract 1042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104203","Census Tract 1042.03",,,,4978,276,287,434,176,486,630,922,709,510,255,164,129,5.54,5.77,8.72,3.54,9.76,12.66,18.52,14.24,10.25,5.12,3.29,2.59
"06037104204","Census Tract 1042.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104204","Census Tract 1042.04",,,,3736,274,148,252,177,369,643,401,525,499,239,125,84,7.33,3.96,6.75,4.74,9.88,17.21,10.73,14.05,13.36,6.4,3.35,2.25
"06037104310","Census Tract 1043.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104310",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104310","Census Tract 1043.10",,,,4476,111,208,349,249,375,823,531,658,502,533,96,41,2.48,4.65,7.8,5.56,8.38,18.39,11.86,14.7,11.22,11.91,2.14,0.92
"06037104321","Census Tract 1043.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104321",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104321","Census Tract 1043.21",,,,2926,100,185,229,67,261,561,357,372,289,391,108,6,3.42,6.32,7.83,2.29,8.92,19.17,12.2,12.71,9.88,13.36,3.69,0.21
"06037104322","Census Tract 1043.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104322",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104322","Census Tract 1043.22",,,,1856,110,88,93,75,201,409,167,200,330,143,37,3,5.93,4.74,5.01,4.04,10.83,22.04,9,10.78,17.78,7.7,1.99,0.16
"06037104401","Census Tract 1044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104401","Census Tract 1044.01",,,,3083,164,181,289,244,347,605,378,284,267,259,46,19,5.32,5.87,9.37,7.91,11.26,19.62,12.26,9.21,8.66,8.4,1.49,0.62
"06037104403","Census Tract 1044.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104403","Census Tract 1044.03",,,,2292,137,240,31,94,176,525,184,316,151,322,65,51,5.98,10.47,1.35,4.1,7.68,22.91,8.03,13.79,6.59,14.05,2.84,2.23
"06037104404","Census Tract 1044.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104404","Census Tract 1044.04",,,,3374,237,219,276,222,335,523,446,453,311,246,84,22,7.02,6.49,8.18,6.58,9.93,15.5,13.22,13.43,9.22,7.29,2.49,0.65
"06037104500","Census Tract 1045, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104500","Census Tract 1045",,,,3539,363,296,392,183,249,595,465,448,196,207,124,21,10.26,8.36,11.08,5.17,7.04,16.81,13.14,12.66,5.54,5.85,3.5,0.59
"06037104610","Census Tract 1046.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104610",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104610","Census Tract 1046.10",,,,3124,199,177,256,190,275,529,364,438,267,310,88,31,6.37,5.67,8.19,6.08,8.8,16.93,11.65,14.02,8.55,9.92,2.82,0.99
"06037104620","Census Tract 1046.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104620",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104620","Census Tract 1046.20",,,,3266,263,177,273,170,351,489,470,386,321,223,100,43,8.05,5.42,8.36,5.21,10.75,14.97,14.39,11.82,9.83,6.83,3.06,1.32
"06037104701","Census Tract 1047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104701","Census Tract 1047.01",,,,3916,147,172,423,239,689,482,484,536,459,159,94,32,3.75,4.39,10.8,6.1,17.59,12.31,12.36,13.69,11.72,4.06,2.4,0.82
"06037104703","Census Tract 1047.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104703","Census Tract 1047.03",,,,2306,89,204,221,94,282,466,285,288,157,131,75,14,3.86,8.85,9.58,4.08,12.23,20.21,12.36,12.49,6.81,5.68,3.25,0.61
"06037104704","Census Tract 1047.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104704",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104704","Census Tract 1047.04",,,,4662,290,378,372,269,440,677,559,676,596,217,188,0,6.22,8.11,7.98,5.77,9.44,14.52,11.99,14.5,12.78,4.65,4.03,0
"06037104821","Census Tract 1048.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104821",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104821","Census Tract 1048.21",,,,3476,214,219,212,167,321,379,605,415,496,246,120,82,6.16,6.3,6.1,4.8,9.23,10.9,17.41,11.94,14.27,7.08,3.45,2.36
"06037104822","Census Tract 1048.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104822",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104822","Census Tract 1048.22",,,,2199,111,174,175,131,216,254,314,284,225,143,134,38,5.05,7.91,7.96,5.96,9.82,11.55,14.28,12.91,10.23,6.5,6.09,1.73
"06037104823","Census Tract 1048.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104823",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104823","Census Tract 1048.23",,,,3195,240,283,286,198,378,240,393,496,387,81,177,36,7.51,8.86,8.95,6.2,11.83,7.51,12.3,15.52,12.11,2.54,5.54,1.13
"06037104824","Census Tract 1048.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104824",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104824","Census Tract 1048.24",,,,2582,165,135,179,152,277,351,414,337,276,226,42,28,6.39,5.23,6.93,5.89,10.73,13.59,16.03,13.05,10.69,8.75,1.63,1.08
"06037106010","Census Tract 1060.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106010","Census Tract 1060.10",,,,4049,365,140,382,212,286,575,489,500,522,352,146,80,9.01,3.46,9.43,5.24,7.06,14.2,12.08,12.35,12.89,8.69,3.61,1.98
"06037106020","Census Tract 1060.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106020","Census Tract 1060.20",,,,4850,240,217,359,163,587,636,727,713,501,348,334,25,4.95,4.47,7.4,3.36,12.1,13.11,14.99,14.7,10.33,7.18,6.89,0.52
"06037106111","Census Tract 1061.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106111",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106111","Census Tract 1061.11",,,,4707,163,360,194,255,395,394,609,806,795,530,130,76,3.46,7.65,4.12,5.42,8.39,8.37,12.94,17.12,16.89,11.26,2.76,1.61
"06037106112","Census Tract 1061.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106112",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106112","Census Tract 1061.12",,,,5035,105,231,350,319,469,590,840,719,638,568,139,67,2.09,4.59,6.95,6.34,9.31,11.72,16.68,14.28,12.67,11.28,2.76,1.33
"06037106113","Census Tract 1061.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106113",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106113","Census Tract 1061.13",,,,3835,189,150,304,266,246,466,629,503,582,316,123,61,4.93,3.91,7.93,6.94,6.41,12.15,16.4,13.12,15.18,8.24,3.21,1.59
"06037106114","Census Tract 1061.14, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106114",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106114","Census Tract 1061.14",,,,6929,592,543,517,436,722,921,1028,653,928,440,80,69,8.54,7.84,7.46,6.29,10.42,13.29,14.84,9.42,13.39,6.35,1.15,1
"06037106403","Census Tract 1064.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106403","Census Tract 1064.03",,,,3860,277,210,337,233,294,546,546,477,566,233,126,15,7.18,5.44,8.73,6.04,7.62,14.15,14.15,12.36,14.66,6.04,3.26,0.39
"06037106405","Census Tract 1064.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106405","Census Tract 1064.05",,,,4149,246,278,332,98,354,719,443,632,682,254,76,35,5.93,6.7,8,2.36,8.53,17.33,10.68,15.23,16.44,6.12,1.83,0.84
"06037106406","Census Tract 1064.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106406","Census Tract 1064.06",,,,6292,310,260,524,141,593,1045,725,877,881,641,181,114,4.93,4.13,8.33,2.24,9.42,16.61,11.52,13.94,14,10.19,2.88,1.81
"06037106407","Census Tract 1064.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106407",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106407","Census Tract 1064.07",,,,2333,129,206,117,133,268,214,245,328,220,201,176,96,5.53,8.83,5.02,5.7,11.49,9.17,10.5,14.06,9.43,8.62,7.54,4.11
"06037106408","Census Tract 1064.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106408",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106408","Census Tract 1064.08",,,,3832,466,314,469,223,516,583,449,409,250,101,52,0,12.16,8.19,12.24,5.82,13.47,15.21,11.72,10.67,6.52,2.64,1.36,0
"06037106510","Census Tract 1065.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106510",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106510","Census Tract 1065.10",,,,5599,328,349,395,372,297,937,1044,549,773,420,55,80,5.86,6.23,7.05,6.64,5.3,16.74,18.65,9.81,13.81,7.5,0.98,1.43
"06037106520","Census Tract 1065.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106520",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106520","Census Tract 1065.20",,,,5484,286,362,168,304,565,909,828,487,700,580,216,79,5.22,6.6,3.06,5.54,10.3,16.58,15.1,8.88,12.76,10.58,3.94,1.44
"06037106603","Census Tract 1066.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106603","Census Tract 1066.03",,,,3681,117,268,248,201,262,425,317,374,710,520,170,69,3.18,7.28,6.74,5.46,7.12,11.55,8.61,10.16,19.29,14.13,4.62,1.87
"06037106604","Census Tract 1066.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106604","Census Tract 1066.04",,,,4349,237,84,282,248,564,428,680,794,429,368,80,155,5.45,1.93,6.48,5.7,12.97,9.84,15.64,18.26,9.86,8.46,1.84,3.56
"06037106641","Census Tract 1066.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106641",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106641","Census Tract 1066.41",,,,2096,186,104,90,51,120,184,310,265,311,277,166,32,8.87,4.96,4.29,2.43,5.73,8.78,14.79,12.64,14.84,13.22,7.92,1.53
"06037106642","Census Tract 1066.42, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106642",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106642","Census Tract 1066.42",,,,3514,141,246,155,123,307,425,341,399,672,345,285,75,4.01,7,4.41,3.5,8.74,12.09,9.7,11.35,19.12,9.82,8.11,2.13
"06037106643","Census Tract 1066.43, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106643",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106643","Census Tract 1066.43",,,,4311,272,231,129,62,279,586,420,550,746,823,131,82,6.31,5.36,2.99,1.44,6.47,13.59,9.74,12.76,17.3,19.09,3.04,1.9
"06037106645","Census Tract 1066.45, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106645",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106645","Census Tract 1066.45",,,,3672,264,331,308,142,82,163,669,327,636,383,247,120,7.19,9.01,8.39,3.87,2.23,4.44,18.22,8.91,17.32,10.43,6.73,3.27
"06037106646","Census Tract 1066.46, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106646",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106646","Census Tract 1066.46",,,,3092,185,175,145,104,129,420,391,305,632,257,171,178,5.98,5.66,4.69,3.36,4.17,13.58,12.65,9.86,20.44,8.31,5.53,5.76
"06037106648","Census Tract 1066.48, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106648",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106648","Census Tract 1066.48",,,,4713,252,440,302,222,607,679,515,777,465,268,174,12,5.35,9.34,6.41,4.71,12.88,14.41,10.93,16.49,9.87,5.69,3.69,0.25
"06037106649","Census Tract 1066.49, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106649",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106649","Census Tract 1066.49",,,,2689,90,142,174,101,369,326,247,428,343,249,90,130,3.35,5.28,6.47,3.76,13.72,12.12,9.19,15.92,12.76,9.26,3.35,4.83
"06037107010","Census Tract 1070.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037107010","Census Tract 1070.10",,,,2997,118,112,188,179,218,621,333,461,318,289,109,51,3.94,3.74,6.27,5.97,7.27,20.72,11.11,15.38,10.61,9.64,3.64,1.7
"06037107020","Census Tract 1070.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037107020","Census Tract 1070.20",,,,4921,394,321,314,384,451,564,599,621,712,397,94,70,8.01,6.52,6.38,7.8,9.16,11.46,12.17,12.62,14.47,8.07,1.91,1.42
"06037108101","Census Tract 1081.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108101","Census Tract 1081.01",,,,2128,125,95,95,32,94,289,183,290,352,262,232,79,5.87,4.46,4.46,1.5,4.42,13.58,8.6,13.63,16.54,12.31,10.9,3.71
"06037108102","Census Tract 1081.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108102","Census Tract 1081.02",,,,3477,138,197,291,122,199,314,538,538,344,285,338,173,3.97,5.67,8.37,3.51,5.72,9.03,15.47,15.47,9.89,8.2,9.72,4.98
"06037108103","Census Tract 1081.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108103","Census Tract 1081.03",,,,3053,134,49,124,110,354,335,301,481,432,353,280,100,4.39,1.6,4.06,3.6,11.6,10.97,9.86,15.75,14.15,11.56,9.17,3.28
"06037108104","Census Tract 1081.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108104","Census Tract 1081.04",,,,1754,217,84,160,38,126,74,219,236,233,192,132,43,12.37,4.79,9.12,2.17,7.18,4.22,12.49,13.45,13.28,10.95,7.53,2.45
"06037108202","Census Tract 1082.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108202","Census Tract 1082.02",,,,10248,487,1200,628,362,549,925,2211,1880,807,811,293,95,4.75,11.71,6.13,3.53,5.36,9.03,21.57,18.35,7.87,7.91,2.86,0.93
"06037108203","Census Tract 1082.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108203","Census Tract 1082.03",,,,3157,69,179,173,127,115,196,457,544,437,548,260,52,2.19,5.67,5.48,4.02,3.64,6.21,14.48,17.23,13.84,17.36,8.24,1.65
"06037108204","Census Tract 1082.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108204","Census Tract 1082.04",,,,1782,78,170,99,90,80,116,135,326,390,162,104,32,4.38,9.54,5.56,5.05,4.49,6.51,7.58,18.29,21.89,9.09,5.84,1.8
"06037109100","Census Tract 1091, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109100","Census Tract 1091",,,,2861,85,184,51,71,142,358,334,337,363,344,260,332,2.97,6.43,1.78,2.48,4.96,12.51,11.67,11.78,12.69,12.02,9.09,11.6
"06037109200","Census Tract 1092, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109200","Census Tract 1092",,,,2863,152,80,207,102,190,358,396,355,569,241,76,137,5.31,2.79,7.23,3.56,6.64,12.5,13.83,12.4,19.87,8.42,2.65,4.79
"06037109300","Census Tract 1093, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109300","Census Tract 1093",,,,2905,197,141,207,88,234,351,362,529,334,267,183,12,6.78,4.85,7.13,3.03,8.06,12.08,12.46,18.21,11.5,9.19,6.3,0.41
