Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
"06037482001","Census Tract 4820.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482001","Census Tract 4820.01",,,,2647,159,140,109,151,151,182,376,285,355,320,210,209,6.01,5.29,4.12,5.7,5.7,6.88,14.2,10.77,13.41,12.09,7.93,7.9
"06037482002","Census Tract 4820.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482002","Census Tract 4820.02",,,,6821,138,354,332,252,445,1102,528,998,1176,706,571,219,2.02,5.19,4.87,3.69,6.52,16.16,7.74,14.63,17.24,10.35,8.37,3.21
"06037482101","Census Tract 4821.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482101","Census Tract 4821.01",,,,4525,212,186,177,83,240,644,582,692,665,532,369,143,4.69,4.11,3.91,1.83,5.3,14.23,12.86,15.29,14.7,11.76,8.15,3.16
"06037482102","Census Tract 4821.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482102","Census Tract 4821.02",,,,3295,94,186,48,184,202,274,529,404,430,498,317,129,2.85,5.64,1.46,5.58,6.13,8.32,16.05,12.26,13.05,15.11,9.62,3.92
"06037482201","Census Tract 4822.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482201","Census Tract 4822.01",,,,3857,116,285,185,49,348,786,314,434,596,229,380,135,3.01,7.39,4.8,1.27,9.02,20.38,8.14,11.25,15.45,5.94,9.85,3.5
"06037482202","Census Tract 4822.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482202","Census Tract 4822.02",,,,5441,207,358,314,229,282,952,736,565,716,789,173,120,3.8,6.58,5.77,4.21,5.18,17.5,13.53,10.38,13.16,14.5,3.18,2.21
"06037482301","Census Tract 4823.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482301","Census Tract 4823.01",,,,4855,145,193,301,283,268,509,568,895,883,387,181,242,2.99,3.98,6.2,5.83,5.52,10.48,11.7,18.43,18.19,7.97,3.73,4.98
"06037482303","Census Tract 4823.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482303","Census Tract 4823.03",,,,4766,147,221,245,168,352,715,561,670,615,769,193,110,3.08,4.64,5.14,3.52,7.39,15,11.77,14.06,12.9,16.14,4.05,2.31
"06037482304","Census Tract 4823.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482304",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482304","Census Tract 4823.04",,,,2877,123,171,169,139,244,335,413,428,461,204,98,92,4.28,5.94,5.87,4.83,8.48,11.64,14.36,14.88,16.02,7.09,3.41,3.2
"06037482401","Census Tract 4824.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482401","Census Tract 4824.01",,,,3647,132,107,210,170,356,477,564,453,531,397,183,67,3.62,2.93,5.76,4.66,9.76,13.08,15.46,12.42,14.56,10.89,5.02,1.84
"06037482403","Census Tract 4824.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482403","Census Tract 4824.03",,,,3254,160,99,229,155,332,457,283,440,525,253,175,146,4.92,3.04,7.04,4.76,10.2,14.04,8.7,13.52,16.13,7.78,5.38,4.49
"06037482404","Census Tract 4824.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482404","Census Tract 4824.04",,,,3429,11,90,156,401,143,366,381,406,863,440,102,70,0.32,2.62,4.55,11.69,4.17,10.67,11.11,11.84,25.17,12.83,2.97,2.04
"06037482502","Census Tract 4825.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482502","Census Tract 4825.02",,,,3520,172,191,235,164,245,201,653,587,431,402,157,82,4.89,5.43,6.68,4.66,6.96,5.71,18.55,16.68,12.24,11.42,4.46,2.33
"06037482503","Census Tract 4825.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482503","Census Tract 4825.03",,,,4007,226,123,252,256,320,635,345,581,620,401,86,162,5.64,3.07,6.29,6.39,7.99,15.85,8.61,14.5,15.47,10.01,2.15,4.04
"06037482521","Census Tract 4825.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482521",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482521","Census Tract 4825.21",,,,5385,367,176,213,97,302,820,607,591,787,808,390,227,6.82,3.27,3.96,1.8,5.61,15.23,11.27,10.97,14.61,15,7.24,4.22
"06037482522","Census Tract 4825.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482522",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482522","Census Tract 4825.22",,,,4165,155,157,176,78,149,737,533,436,684,582,193,285,3.72,3.77,4.23,1.87,3.58,17.7,12.8,10.47,16.42,13.97,4.63,6.84
"06037482600","Census Tract 4826, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482600","Census Tract 4826",,,,6377,235,238,310,168,649,709,570,1161,850,650,451,386,3.69,3.73,4.86,2.63,10.18,11.12,8.94,18.21,13.33,10.19,7.07,6.05
"06037482701","Census Tract 4827.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482701","Census Tract 4827.01",,,,3856,117,231,243,220,234,463,609,622,322,335,235,225,3.03,5.99,6.3,5.71,6.07,12.01,15.79,16.13,8.35,8.69,6.09,5.84
"06037482702","Census Tract 4827.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482702","Census Tract 4827.02",,,,2392,181,63,47,106,145,474,198,262,445,253,121,97,7.57,2.63,1.96,4.43,6.06,19.82,8.28,10.95,18.6,10.58,5.06,4.06
"06037482801","Census Tract 4828.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"482801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037482801","Census Tract 4828.01",,,,3826,139,291,241,175,189,429,643,395,569,353,251,151,3.63,7.61,6.3,4.57,4.94,11.21,16.81,10.32,14.87,9.23,6.56,3.95
"06037500100","Census Tract 5001, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500100","Census Tract 5001",,,,3687,112,131,315,113,274,399,399,560,507,447,352,78,3.04,3.55,8.54,3.06,7.43,10.82,10.82,15.19,13.75,12.12,9.55,2.12
"06037500202","Census Tract 5002.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500202","Census Tract 5002.02",,,,4919,214,169,434,208,410,453,278,868,853,531,321,180,4.35,3.44,8.82,4.23,8.34,9.21,5.65,17.65,17.34,10.79,6.53,3.66
"06037500203","Census Tract 5002.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500203","Census Tract 5002.03",,,,4156,372,254,160,206,344,311,441,559,650,352,223,284,8.95,6.11,3.85,4.96,8.28,7.48,10.61,13.45,15.64,8.47,5.37,6.83
"06037500204","Census Tract 5002.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500204","Census Tract 5002.04",,,,2361,137,141,85,16,73,233,248,536,314,388,143,47,5.8,5.97,3.6,0.68,3.09,9.87,10.5,22.7,13.3,16.43,6.06,1.99
"06037500300","Census Tract 5003, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500300","Census Tract 5003",,,,2691,62,82,130,0,103,240,273,439,588,450,324,0,2.3,3.05,4.83,0,3.83,8.92,10.14,16.31,21.85,16.72,12.04,0
"06037500402","Census Tract 5004.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500402","Census Tract 5004.02",,,,4660,78,163,510,184,532,405,474,704,927,350,310,23,1.67,3.5,10.94,3.95,11.42,8.69,10.17,15.11,19.89,7.51,6.65,0.49
"06037500403","Census Tract 5004.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500403","Census Tract 5004.03",,,,3841,299,261,443,188,271,305,410,411,647,302,127,177,7.78,6.8,11.53,4.89,7.06,7.94,10.67,10.7,16.84,7.86,3.31,4.61
"06037500404","Census Tract 5004.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500404","Census Tract 5004.04",,,,4401,199,215,319,88,270,451,713,729,599,493,278,47,4.52,4.89,7.25,2,6.13,10.25,16.2,16.56,13.61,11.2,6.32,1.07
"06037500500","Census Tract 5005, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500500","Census Tract 5005",,,,2820,82,67,268,220,241,321,374,526,306,189,150,76,2.91,2.38,9.5,7.8,8.55,11.38,13.26,18.65,10.85,6.7,5.32,2.7
"06037500600","Census Tract 5006, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500600","Census Tract 5006",,,,5857,232,287,397,426,817,723,728,904,803,251,210,79,3.96,4.9,6.78,7.27,13.95,12.34,12.43,15.43,13.71,4.29,3.59,1.35
"06037500700","Census Tract 5007, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500700","Census Tract 5007",,,,6413,223,377,279,296,745,929,738,893,660,496,323,454,3.48,5.88,4.35,4.62,11.62,14.49,11.51,13.92,10.29,7.73,5.04,7.08
"06037500800","Census Tract 5008, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500800","Census Tract 5008",,,,4717,532,317,111,55,445,774,487,424,770,382,265,155,11.28,6.72,2.35,1.17,9.43,16.41,10.32,8.99,16.32,8.1,5.62,3.29
"06037500900","Census Tract 5009, Los Angeles County, California","ca","140","00",,,,"06","037",,,"500900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037500900","Census Tract 5009",,,,5256,114,315,279,207,440,853,452,807,579,766,279,165,2.17,5.99,5.31,3.94,8.37,16.23,8.6,15.35,11.02,14.57,5.31,3.14
"06037501001","Census Tract 5010.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501001","Census Tract 5010.01",,,,3015,163,146,167,208,343,512,422,399,327,175,124,29,5.41,4.84,5.54,6.9,11.38,16.98,14,13.23,10.85,5.8,4.11,0.96
"06037501002","Census Tract 5010.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501002","Census Tract 5010.02",,,,4598,107,325,251,216,434,522,690,690,689,388,228,58,2.33,7.07,5.46,4.7,9.44,11.35,15.01,15.01,14.98,8.44,4.96,1.26
"06037501200","Census Tract 5012, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501200","Census Tract 5012",,,,4982,288,330,323,280,458,610,739,844,455,346,251,58,5.78,6.62,6.48,5.62,9.19,12.24,14.83,16.94,9.13,6.95,5.04,1.16
"06037501301","Census Tract 5013.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501301","Census Tract 5013.01",,,,2978,68,124,194,28,157,584,399,439,367,339,98,181,2.28,4.16,6.51,0.94,5.27,19.61,13.4,14.74,12.32,11.38,3.29,6.08
"06037501302","Census Tract 5013.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501302","Census Tract 5013.02",,,,4534,231,358,290,63,608,530,543,592,593,492,113,121,5.09,7.9,6.4,1.39,13.41,11.69,11.98,13.06,13.08,10.85,2.49,2.67
"06037501400","Census Tract 5014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501400","Census Tract 5014",,,,3443,277,267,189,100,423,436,685,311,418,222,82,33,8.05,7.75,5.49,2.9,12.29,12.66,19.9,9.03,12.14,6.45,2.38,0.96
"06037501501","Census Tract 5015.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501501","Census Tract 5015.01",,,,1963,118,69,52,72,100,156,286,281,318,344,126,41,6.01,3.52,2.65,3.67,5.09,7.95,14.57,14.31,16.2,17.52,6.42,2.09
"06037501503","Census Tract 5015.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501503","Census Tract 5015.03",,,,5418,263,352,307,252,594,953,974,474,618,456,94,81,4.85,6.5,5.67,4.65,10.96,17.59,17.98,8.75,11.41,8.42,1.73,1.5
"06037501504","Census Tract 5015.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501504","Census Tract 5015.04",,,,3317,201,337,168,33,149,421,521,348,310,338,278,213,6.06,10.16,5.06,0.99,4.49,12.69,15.71,10.49,9.35,10.19,8.38,6.42
"06037501600","Census Tract 5016, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501600","Census Tract 5016",,,,7339,395,481,456,452,1169,840,752,1040,1042,471,224,17,5.38,6.55,6.21,6.16,15.93,11.45,10.25,14.17,14.2,6.42,3.05,0.23
"06037501700","Census Tract 5017, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501700","Census Tract 5017",,,,3793,146,406,162,123,294,490,471,615,392,352,137,205,3.85,10.7,4.27,3.24,7.75,12.92,12.42,16.21,10.33,9.28,3.61,5.4
"06037501802","Census Tract 5018.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501802","Census Tract 5018.02",,,,3219,200,194,257,93,260,378,633,360,342,205,161,136,6.21,6.03,7.98,2.89,8.08,11.74,19.66,11.18,10.62,6.37,5,4.22
"06037501803","Census Tract 5018.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501803","Census Tract 5018.03",,,,4690,403,477,349,194,237,839,911,442,517,181,95,45,8.59,10.17,7.44,4.14,5.05,17.89,19.42,9.42,11.02,3.86,2.03,0.96
"06037501804","Census Tract 5018.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501804",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501804","Census Tract 5018.04",,,,2133,148,145,121,45,246,308,380,255,191,152,111,31,6.94,6.8,5.67,2.11,11.53,14.44,17.82,11.95,8.95,7.13,5.2,1.45
"06037501900","Census Tract 5019, Los Angeles County, California","ca","140","00",,,,"06","037",,,"501900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037501900","Census Tract 5019",,,,4330,218,188,328,189,518,402,699,554,609,409,194,22,5.03,4.34,7.58,4.36,11.96,9.28,16.14,12.79,14.06,9.45,4.48,0.51
"06037502003","Census Tract 5020.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502003",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502003","Census Tract 5020.03",,,,2675,111,109,279,173,327,351,442,418,236,155,37,37,4.15,4.07,10.43,6.47,12.22,13.12,16.52,15.63,8.82,5.79,1.38,1.38
"06037502004","Census Tract 5020.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502004",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502004","Census Tract 5020.04",,,,3695,185,309,319,211,483,420,338,482,499,237,195,17,5.01,8.36,8.63,5.71,13.07,11.37,9.15,13.04,13.5,6.41,5.28,0.46
"06037502005","Census Tract 5020.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502005",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502005","Census Tract 5020.05",,,,4392,220,382,307,229,336,629,799,480,538,234,179,59,5.01,8.7,6.99,5.21,7.65,14.32,18.19,10.93,12.25,5.33,4.08,1.34
"06037502100","Census Tract 5021, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502100","Census Tract 5021",,,,5339,354,266,330,116,266,867,880,662,602,479,229,288,6.63,4.98,6.18,2.17,4.98,16.24,16.48,12.4,11.28,8.97,4.29,5.39
"06037502200","Census Tract 5022, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502200","Census Tract 5022",,,,7093,379,507,312,178,678,1391,747,975,922,753,199,52,5.34,7.15,4.4,2.51,9.56,19.61,10.53,13.75,13,10.62,2.81,0.73
"06037502303","Census Tract 5023.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502303","Census Tract 5023.03",,,,8229,595,545,393,392,509,1581,855,746,1255,555,455,348,7.23,6.62,4.78,4.76,6.19,19.21,10.39,9.07,15.25,6.74,5.53,4.23
"06037502401","Census Tract 5024.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502401","Census Tract 5024.01",,,,5074,294,434,362,245,449,693,772,686,499,325,202,113,5.79,8.55,7.13,4.83,8.85,13.66,15.21,13.52,9.83,6.41,3.98,2.23
"06037502402","Census Tract 5024.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502402","Census Tract 5024.02",,,,3470,134,156,216,66,246,562,501,335,488,457,231,78,3.86,4.5,6.22,1.9,7.09,16.2,14.44,9.65,14.06,13.17,6.66,2.25
"06037502500","Census Tract 5025, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502500","Census Tract 5025",,,,4255,237,421,298,124,455,600,619,610,307,349,191,44,5.57,9.89,7,2.91,10.69,14.1,14.55,14.34,7.22,8.2,4.49,1.03
"06037502602","Census Tract 5026.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502602","Census Tract 5026.02",,,,4178,281,227,157,157,623,678,491,475,613,346,105,25,6.73,5.43,3.76,3.76,14.91,16.23,11.75,11.37,14.67,8.28,2.51,0.6
"06037502603","Census Tract 5026.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502603","Census Tract 5026.03",,,,3329,152,49,340,108,328,496,503,485,268,382,127,91,4.57,1.47,10.21,3.24,9.85,14.9,15.11,14.57,8.05,11.47,3.81,2.73
"06037502604","Census Tract 5026.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502604","Census Tract 5026.04",,,,3682,137,279,191,111,229,499,439,362,839,384,142,70,3.72,7.58,5.19,3.01,6.22,13.55,11.92,9.83,22.79,10.43,3.86,1.9
"06037502700","Census Tract 5027, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502700","Census Tract 5027",,,,7569,361,501,424,238,899,1181,999,949,979,607,212,219,4.77,6.62,5.6,3.14,11.88,15.6,13.2,12.54,12.93,8.02,2.8,2.89
"06037502801","Census Tract 5028.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502801","Census Tract 5028.01",,,,6449,402,238,483,235,661,910,825,859,884,508,387,57,6.23,3.69,7.49,3.64,10.25,14.11,12.79,13.32,13.71,7.88,6,0.88
"06037502901","Census Tract 5029.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"502901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037502901","Census Tract 5029.01",,,,5457,275,322,370,124,462,918,650,922,638,398,190,188,5.04,5.9,6.78,2.27,8.47,16.82,11.91,16.9,11.69,7.29,3.48,3.45
"06037503000","Census Tract 5030, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503000","Census Tract 5030",,,,5594,435,273,319,202,731,1092,742,871,655,209,57,8,7.78,4.88,5.7,3.61,13.07,19.52,13.26,15.57,11.71,3.74,1.02,0.14
"06037503103","Census Tract 5031.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503103","Census Tract 5031.03",,,,5595,434,357,243,259,587,901,730,528,904,355,259,38,7.76,6.38,4.34,4.63,10.49,16.1,13.05,9.44,16.16,6.34,4.63,0.68
"06037503104","Census Tract 5031.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503104","Census Tract 5031.04",,,,2344,211,137,173,139,134,353,426,309,171,124,162,5,9,5.84,7.38,5.93,5.72,15.06,18.17,13.18,7.3,5.29,6.91,0.21
"06037503105","Census Tract 5031.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503105","Census Tract 5031.05",,,,3394,233,190,285,253,309,495,396,441,381,339,44,28,6.87,5.6,8.4,7.45,9.1,14.58,11.67,12.99,11.23,9.99,1.3,0.82
"06037503106","Census Tract 5031.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503106",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503106","Census Tract 5031.06",,,,3961,242,155,261,276,408,509,738,482,383,301,53,153,6.11,3.91,6.59,6.97,10.3,12.85,18.63,12.17,9.67,7.6,1.34,3.86
"06037503201","Census Tract 5032.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503201","Census Tract 5032.01",,,,3878,148,286,168,243,515,465,617,473,365,363,143,92,3.82,7.37,4.33,6.27,13.28,11.99,15.91,12.2,9.41,9.36,3.69,2.37
"06037503202","Census Tract 5032.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503202","Census Tract 5032.02",,,,4217,201,265,305,101,398,604,501,574,650,364,211,43,4.77,6.28,7.23,2.4,9.44,14.32,11.88,13.61,15.41,8.63,5,1.02
"06037503301","Census Tract 5033.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503301","Census Tract 5033.01",,,,3436,116,129,274,107,420,431,324,565,655,250,85,80,3.38,3.75,7.97,3.11,12.22,12.54,9.43,16.44,19.06,7.28,2.47,2.33
"06037503302","Census Tract 5033.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503302","Census Tract 5033.02",,,,6070,576,335,372,252,753,1128,757,661,568,456,179,33,9.49,5.52,6.13,4.15,12.41,18.58,12.47,10.89,9.36,7.51,2.95,0.54
"06037503401","Census Tract 5034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503401","Census Tract 5034.01",,,,7145,102,338,817,333,399,916,1492,767,774,671,200,336,1.43,4.73,11.43,4.66,5.58,12.82,20.88,10.73,10.83,9.39,2.8,4.7
"06037503402","Census Tract 5034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503402","Census Tract 5034.02",,,,3845,140,402,279,76,385,467,565,493,490,340,149,59,3.64,10.46,7.26,1.98,10.01,12.15,14.69,12.82,12.74,8.84,3.88,1.53
"06037503501","Census Tract 5035.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"503501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037503501","Census Tract 5035.01",,,,6913,293,592,437,278,719,1303,1053,980,689,302,164,103,4.24,8.56,6.32,4.02,10.4,18.85,15.23,14.18,9.97,4.37,2.37,1.49
